hour,is_peak,elec,solar
19,1,5.38835,0.037666945
20,0,4.59365,0
21,0,2.9652,0
22,0,1.6866,0
23,0,1.35895,0
0,0,1.4899,0
1,0,1.5715,0
2,0,1.4163,0
3,0,1.9599,0
4,0,2.80315,0
5,0,4.84215,0
6,0,6.18815,0
7,0,7.98595,0.00187813
8,0,9.3201,0.038501669
9,0,8.9451,0.18405676124999998
10,0,9.65185,0.42278797999999995
11,0,9.53405,0.5573873122499999
12,0,9.4106,0.68739566
13,0,9.7851,0.754486644
14,0,8.68445,0.755738732
15,1,6.74895,0.7168197
16,1,6.0352,0.610914023
17,1,5.8627,0.41621452449999996
18,1,5.5653,0.234974958
19,1,5.18335,0.063856428
20,0,4.4656,0
21,0,2.86815,0
22,0,1.9704,0
23,0,1.5887,0
0,0,1.5181,0
1,0,1.3815,0
2,0,1.4295,0
3,0,1.73275,0
4,0,3.23835,0
5,0,4.8804,0
6,0,6.05115,0
7,0,8.13785,0.001356428
8,0,8.4945,0.031302171
9,0,9.13405,0.195534224
10,0,8.873,0.413919032
11,0,8.78555,0.538397329
12,0,9.1821,0.7109766277499999
13,0,9.0265,0.750730384
14,0,9.026,0.5925500834999999
15,1,6.8269,0.699812187
16,1,6.2776,0.5987061767499999
17,1,6.00325,0.46932387324999997
18,1,5.797,0.259286311
19,1,6.0678,0.048727045
20,0,4.74775,0
21,0,3.0013,0
22,0,1.8122,0
23,0,1.56005,0
0,0,1.37135,0
1,0,1.73685,0
2,0,1.47615,0
3,0,2.0695,0
4,0,3.3906,0
5,0,4.75095,0
6,0,6.51825,0
7,0,7.87745,0.00177379
8,0,9.3593,0.071264608
9,0,9.4061,0.23862687824999998
10,0,9.1975,0.31803005
11,0,9.76,0.528589316
12,0,9.33045,0.73153172
13,0,9.64045,0.8165692820000001
14,0,8.914,0.816360601
15,1,6.74405,0.754382304
16,1,6.1183,0.640025042
17,1,5.77905,0.45722036725000004
18,1,5.3366,0.209828882
19,1,5.15485,0.038084307250000005
20,0,4.3687,0
21,0,2.96065,0
22,0,2.1174,0
23,0,1.3492,0
0,0,1.281,0
1,0,1.3516,0
2,0,1.65615,0
3,0,2.142,0
4,0,3.02895,0
5,0,4.71005,0
6,0,6.3484,0
7,0,8.22915,0.00177379
8,0,9.28975,0.035997495500000004
9,0,9.2914,0.21160267125000004
10,0,9.49965,0.43530884824999994
11,0,9.59315,0.613209516
12,0,9.7117,0.7406093487500001
13,0,9.44015,0.8109348917499999
14,0,9.28705,0.800187813
15,1,6.9834,0.7489565945000001
16,1,6.4084,0.648476628
17,1,6.18385,0.468906511
18,1,5.43715,0.25949499174999996
19,1,5.65915,0.069282137
20,0,4.41925,0
21,0,3.00755,0
22,0,1.9365,0
23,0,1.6404,0
0,0,1.2633,0
1,0,1.37965,0
2,0,1.33965,0
3,0,1.21085,0
4,0,1.72525,0
5,0,1.7403,0
6,0,3.33525,0
7,0,5.17445,0.002712855
8,0,8.18235,0.038188648
9,0,8.39815,0.186456595
10,0,9.2433,0.313752087
11,0,8.97745,0.34839315525000003
12,0,9.53205,0.818969115
13,0,9.3754,0.801961602
14,0,9.19535,0.733201169
15,1,9.56505,0.7623121869999999
16,1,9.554,0.6485809684999999
17,1,9.656,0.481740401
18,1,10.03965,0.261894825
19,1,9.5397,0.053735392
20,0,6.4835,0
21,0,4.8712,0
22,0,2.7971,0
23,0,2.37985,0
0,0,1.7629,0
1,0,1.2404,0
2,0,1.1231,0
3,0,1.36895,0
4,0,1.3663,0
5,0,1.42125,0
6,0,1.52095,0
7,0,2.10175,0.002712855
8,0,4.0437,0.053109349
9,0,5.51845,0.16151919874999998
10,0,8.8831,0.335454925
11,0,8.9459,0.58816778
12,0,9.5219,0.762520868
13,0,8.915,0.826690317
14,0,9.6,0.831385643
15,1,8.9643,0.7697203672500001
16,1,9.76765,0.6539023372499999
17,1,8.49915,0.478818865
18,1,7.27765,0.266068448
19,1,7.0984,0.052378965250000006
20,0,5.9911,0
21,0,4.82725,0
22,0,3.23675,0
23,0,1.32045,0
0,0,1.26555,0
1,0,1.59545,0
2,0,1.8577,0
3,0,1.88445,0
4,0,2.9887,0
5,0,4.7155,0
6,0,6.51825,0
7,0,8.0998,0.004904007
8,0,9.12485,0.048101002
9,0,9.1865,0.21786310550000001
10,0,9.6539,0.430822204
11,0,9.53235,0.59745409
12,0,9.4111,0.756990818
13,0,9.5589,0.808535059
14,0,8.9083,0.80686561
15,1,6.52455,0.741131052
16,1,6.69725,0.6259390650000001
17,1,5.4262,0.468176127
18,1,5.34945,0.26679883150000006
19,1,5.1585,0.058013355499999995
20,0,4.5851,0
21,0,2.7443,0
22,0,2.1218,0
23,0,1.3468,0
0,0,1.27035,0
1,0,1.352,0
2,0,1.6363,0
3,0,2.1698,0
4,0,2.80695,0
5,0,4.6284,0
6,0,5.98465,0
7,0,8.41665,0.006051753
8,0,8.6316,0.052900667750000005
9,0,9.6346,0.233931553
10,0,9.652,0.401085142
11,0,9.07835,0.479340568
12,0,9.86315,0.7467654425000001
13,0,9.22965,0.814482471
14,0,9.24125,0.8154215360000001
15,1,6.5265,0.7545909852499999
16,1,6.2592,0.6421118532500001
17,1,5.42515,0.41193656100000003
18,1,5.5693,0.140546745
19,1,5.4016,0.035162771
20,0,4.68135,0
21,0,2.8648,0
22,0,1.7466,0
23,0,1.5622,0
0,0,1.3239,0
1,0,1.82045,0
2,0,1.43055,0
3,0,1.7485,0
4,0,2.8383,0
5,0,4.8885,0
6,0,6.49375,0
7,0,7.7413,0.004486645
8,0,8.88965,0.051544241
9,0,8.6813,0.231218698
10,0,8.87695,0.424770451
11,0,9.01085,0.5927587647500001
12,0,9.1876,0.741339733
13,0,9.25145,0.7953881467499999
14,0,8.7883,0.793092654
15,1,6.5954,0.736853089
16,1,6.50195,0.632512521
17,1,6.0193,0.465671953
18,1,5.8187,0.26220784625000004
19,1,5.65105,0.059891486
20,0,5.207,0
21,0,3.0148,0
22,0,2.03635,0
23,0,1.3443,0
0,0,1.2649,0
1,0,1.78765,0
2,0,1.41925,0
3,0,1.6991,0
4,0,2.9763,0
5,0,4.491,0
6,0,6.5187,0
7,0,8.1042,0.004486645
8,0,9.1273,0.044970785
9,0,9.27695,0.23622704500000002
10,0,9.5575,0.434265443
11,0,9.7464,0.602253756
12,0,9.66635,0.7415484139999999
13,0,9.8369,0.800918197
14,0,9.1851,0.800187813
15,1,6.8833,0.7352879800000001
16,1,6.376,0.620513356
17,1,5.52495,0.458576795
18,1,5.4352,0.258660267
19,1,5.4494,0.060517529
20,0,4.6537,0
21,0,2.80575,0
22,0,1.95345,0
23,0,1.39545,0
0,0,1.4997,0
1,0,1.5711,0
2,0,1.43775,0
3,0,1.9101,0
4,0,2.7254,0
5,0,4.53545,0
6,0,6.637,0
7,0,8.3966,0.004590985
8,0,9.58935,0.061560935
9,0,10.5097,0.231949082
10,0,11.51785,0.43155258775000005
11,0,12.51855,0.599332221
12,0,13.31345,0.752191152
13,0,14.02895,0.806448247
14,0,13.61315,0.802796327
15,1,7.775,0.741861436
16,1,7.87215,0.629277964
17,1,7.19975,0.467445743
18,1,6.6999,0.26471202
19,1,5.86955,0.063439065
20,0,5.0914,0
21,0,3.0275,0
22,0,2.05535,0
23,0,2.2979,0
0,0,1.26325,0
1,0,1.1602,0
2,0,1.12105,0
3,0,1.2109,0
4,0,2.11235,0
5,0,1.9131,0
6,0,3.8109,0
7,0,6.44105,0.003130217
8,0,10.17795,0.061665276
9,0,12.34655,0.19856010024999998
10,0,12.95105,0.43927379
11,0,14.30505,0.6061143572500001
12,0,14.4638,0.758242905
13,0,15.64115,0.8070742905000001
14,0,15.3033,0.807804674
15,1,14.04615,0.7493739564999999
16,1,13.6434,0.6421118532500001
17,1,11.0422,0.475584307
18,1,10.4395,0.269407346
19,1,10.1974,0.066256261
20,0,6.9752,0.000313022
21,0,4.4606,0
22,0,3.02105,0
23,0,2.1714,0
0,0,1.54375,0
1,0,1.67865,0
2,0,1.1231,0
3,0,1.3683,0
4,0,1.37635,0
5,0,1.03345,0
6,0,1.745,0
7,0,2.1142,0.006051753
8,0,4.0571,0.056865609250000004
9,0,5.58075,0.247808848
10,0,8.43815,0.439169449
11,0,9.6157,0.601419032
12,0,8.8489,0.742487479
13,0,9.58885,0.800605176
14,0,8.92625,0.798831386
15,1,9.56165,0.743113523
16,1,9.1703,0.629799666
17,1,8.9803,0.463063439
18,1,7.48175,0.259390651
19,1,6.6556,0.065734558
20,0,5.9938,0.000313022
21,0,4.6118,0
22,0,3.4682,0
23,0,1.566,0
0,0,1.51695,0
1,0,1.39195,0
2,0,1.47135,0
3,0,2.2464,0
4,0,3.39705,0
5,0,4.8046,0
6,0,6.07525,0
7,0,8.1012,0.006364775
8,0,9.1322,0.059369782999999995
9,0,9.4055,0.268468281
10,0,9.42755,0.46128965
11,0,9.5344,0.627921536
12,0,9.5314,0.763877296
13,0,9.5113,0.81792571
14,0,8.9596,0.807804675
15,1,7.0236,0.747913189
16,1,6.08635,0.6397120199999999
17,1,5.45285,0.479444908
18,1,5.53065,0.276606845
19,1,5.27485,0.070534224
20,0,4.59215,0.000521703
21,0,2.744,0
22,0,1.684,0
23,0,1.34635,0
0,0,1.7083,0
1,0,1.352,0
2,0,1.63775,0
3,0,1.85955,0
4,0,2.903,0
5,0,4.9092,0
6,0,5.9666,0
7,0,7.98425,0.005843072
8,0,9.3062,0.053422371
9,0,9.1857,0.264085977
10,0,9.427,0.44981218700000003
11,0,9.5297,0.62677379
12,0,9.5262,0.76481636
13,0,9.4449,0.827838064
14,0,8.91375,0.826794658
15,1,6.9685,0.748956595
16,1,6.0352,0.649520034
17,1,5.42195,0.48852253749999996
18,1,5.60635,0.280780468
19,1,5.1724,0.07157763
20,0,4.67385,0.000626044
21,0,2.8603,0
22,0,1.74355,0
23,0,1.58305,0
0,0,1.5176,0
1,0,1.38575,0
2,0,1.66285,0
3,0,1.87945,0
4,0,2.9523,0
5,0,4.95805,0
6,0,6.2736,0
7,0,7.68415,0.006260434
8,0,8.953,0.054674457499999995
9,0,8.6739,0.273163606
10,0,8.8796,0.45711602650000005
11,0,9.2331,0.628547579
12,0,8.7279,0.761477463
13,0,9.46775,0.8184474122500001
14,0,8.5616,0.809682805
15,1,7.03545,0.7542779632500001
16,1,6.27915,0.644407346
17,1,6.01965,0.48309682800000003
18,1,5.86585,0.27942404
19,1,5.6515,0.074916528
20,0,4.7684,0.000626044
21,0,3.23605,0
22,0,2.03825,0
23,0,1.33755,0
0,0,1.4843,0
1,0,1.3486,0
2,0,1.6389,0
3,0,1.7106,0
4,0,3.00215,0
5,0,4.7192,0
6,0,6.07525,0
7,0,8.3271,0.012520868000000001
8,0,8.9012,0.078359767
9,0,9.4299,0.268572621
10,0,9.63365,0.459307179
11,0,9.30255,0.6310517529999999
12,0,9.63675,0.766172788
13,0,9.33435,0.820638564
14,0,9.13795,0.811352254
15,1,6.7485,0.74269616
16,1,6.0354,0.639294658
17,1,5.4234,0.480175292
18,1,5.3858,0.274102671
19,1,5.58955,0.075020868
20,0,4.35975,0.000834725
21,0,2.73635,0
22,0,1.68225,0
23,0,1.57515,0
0,0,1.72785,0
1,0,1.36345,0
2,0,1.45125,0
3,0,1.925,0
4,0,3.01205,0
5,0,4.8798,0
6,0,6.47105,0
7,0,8.00235,0.006677797
8,0,9.2939,0.066986644
9,0,9.51985,0.261477463
10,0,9.2688,0.45127295474999995
11,0,9.8196,0.634808014
12,0,9.2593,0.761999165
13,0,9.89225,0.814586812
14,0,9.0405,0.813752087
15,1,6.79415,0.7519824707499999
16,1,6.91205,0.6400250417500001
17,1,5.6791,0.460767947
18,1,5.4615,0.25532136899999996
19,1,5.1871,0.075855593
20,0,4.61705,0.001147746
21,0,2.98555,0
22,0,1.9278,0
23,0,1.85665,0
0,0,1.2633,0
1,0,1.1602,0
2,0,1.21125,0
3,0,1.55865,0
4,0,1.7205,0
5,0,1.5634,0
6,0,3.08545,0
7,0,4.89975,0.002191152
8,0,8.37235,0.029006678
9,0,8.6534,0.066256261
10,0,8.98225,0.14284223699999998
11,0,9.32885,0.32533389
12,0,9.39065,0.430926544
13,0,9.29435,0.466193656
14,0,9.9104,0.676857262
15,1,9.75585,0.7662771285000001
16,1,10.2621,0.637416528
17,1,9.7845,0.43374373950000006
18,1,9.8911,0.16569282124999998
19,1,9.891,0.048205342
20,0,6.9342,0
21,0,4.4697,0
22,0,3.02525,0
23,0,2.3997,0
0,0,1.7632,0
1,0,1.2392,0
2,0,1.12315,0
3,0,1.36635,0
4,0,1.5882,0
5,0,0.852,0
6,0,1.51505,0
7,0,2.08755,0
8,0,3.7698,0.008242905
9,0,5.6035,0.070742905
10,0,8.552,0.193969115
11,0,9.6419,0.293196995
12,0,9.6049,0.21389816350000002
13,0,10.1977,0.217237062
14,0,10.2341,0.317821369
15,1,10.52905,0.400041736
16,1,10.8573,0.576064274
17,1,9.95995,0.470158598
18,1,8.3268,0.286101836
19,1,6.79215,0.091402337
20,0,6.3165,0.000834725
21,0,4.6671,0
22,0,3.4739,0
23,0,1.38845,0
0,0,1.48075,0
1,0,1.5682,0
2,0,1.423,0
3,0,1.66595,0
4,0,2.9209,0
5,0,4.30465,0
6,0,6.51785,0
7,0,7.89175,0.003547579
8,0,9.4179,0.053526711000000005
9,0,9.37315,0.12479131874999999
10,0,10.0015,0.186560935
11,0,10.7159,0.219323873
12,0,10.5027,0.298622705
13,0,11.0955,0.305300501
14,0,10.13155,0.488000835
15,1,7.15525,0.6332429047500001
16,1,6.2497,0.5517529214999999
17,1,5.73245,0.33941986625000004
18,1,5.28055,0.25344323874999997
19,1,5.46445,0.101732053
20,0,4.66335,0.001460768
21,0,2.80655,0
22,0,1.9548,0
23,0,1.4098,0
0,0,1.45275,0
1,0,1.389,0
2,0,1.6369,0
3,0,1.7221,0
4,0,2.8852,0
5,0,4.2559,0
6,0,6.18695,0
7,0,8.23645,0.001982471
8,0,9.19925,0.037040902
9,0,9.7065,0.055404841
10,0,10.4369,0.090358931
11,0,10.3784,0.123539232
12,0,10.6448,0.094741235
13,0,10.17685,0.187291319
14,0,9.8984,0.24321786350000002
15,1,6.92345,0.342237062
16,1,6.19955,0.379590985
17,1,5.5611,0.248956594
18,1,5.50935,0.157136895
19,1,5.71725,0.015546744500000001
20,0,4.55255,0
21,0,2.9424,0
22,0,1.8056,0
23,0,1.41715,0
0,0,1.73755,0
1,0,1.601,0
2,0,1.4313,0
3,0,1.68625,0
4,0,2.714,0
5,0,4.69685,0
6,0,6.34155,0
7,0,7.7529,0.005112688
8,0,9.069,0.059995826
9,0,9.0764,0.158910685
10,0,8.90325,0.394094324
11,0,9.58115,0.37385225375000003
12,0,9.03605,0.38658180299999995
13,0,9.72515,0.302378965
14,0,8.8621,0.612687813
15,1,6.95675,0.532762938
16,1,6.92945,0.42456176975000004
17,1,5.9476,0.142007513
18,1,5.76805,0.042883974
19,1,5.98915,0.011581802999999998
20,0,4.88175,0.00187813
21,0,3.55435,0
22,0,1.91005,0
23,0,1.4026,0
0,0,1.2636,0
1,0,1.5682,0
2,0,1.4206,0
3,0,2.1237,0
4,0,2.7659,0
5,0,4.3456,0
6,0,6.35315,0
7,0,8.42585,0.008138564
8,0,9.27665,0.055509182
9,0,9.4192,0.265233723
10,0,10.07955,0.31552587649999997
11,0,9.89905,0.563543406
12,0,10.86245,0.756364775
13,0,10.627,0.7887103507500001
14,0,10.773,0.755947412
15,1,6.9053,0.725479967
16,1,6.6037,0.566360601
17,1,5.70445,0.4485601
18,1,5.63315,0.24874791349999997
19,1,5.56155,0.067090985
20,0,4.7344,0.001565109
21,0,2.85515,0
22,0,1.7755,0
23,0,1.4984,0
0,0,1.4442,0
1,0,1.79055,0
2,0,1.4384,0
3,0,1.7574,0
4,0,2.87375,0
5,0,4.61205,0
6,0,6.63175,0
7,0,8.11165,0.009390651
8,0,9.4599,0.067195326
9,0,9.4975,0.28526711174999997
10,0,9.7372,0.452420701
11,0,9.74185,0.620095993
12,0,9.81875,0.745513356
13,0,10.0437,0.794553423
14,0,9.0274,0.786936561
15,1,7.27445,0.7282971619999999
16,1,6.4683,0.6179048417499999
17,1,6.2463,0.46431552600000003
18,1,5.5679,0.276711185
19,1,5.29135,0.087959099
20,0,4.71,0.001043406
21,0,3.07505,0
22,0,1.7748,0
23,0,1.9224,0
0,0,1.4828,0
1,0,1.1602,0
2,0,1.3398,0
3,0,1.2109,0
4,0,1.7938,0
5,0,1.43855,0
6,0,3.244,0
7,0,5.1476,0.007616862
8,0,8.03795,0.059369782999999995
9,0,9.07615,0.288084307
10,0,9.5922,0.454194491
11,0,10.4076,0.623539232
12,0,10.78435,0.744991653
13,0,11.3211,0.7872495825000001
14,0,11.0795,0.783493322
15,1,11.5549,0.722245409
16,1,11.15025,0.6136268782500001
17,1,10.5817,0.459411519
18,1,10.27825,0.272537563
19,1,9.819,0.087541736
20,0,7.41135,0.000939065
21,0,4.52415,0
22,0,3.0726,0
23,0,2.23475,0
0,0,1.76305,0
1,0,1.24,0
2,0,1.3426,0
3,0,1.1469,0
4,0,1.61945,0
5,0,1.0944,0
6,0,1.3117,0
7,0,2.3072,0.008973289
8,0,3.5689,0.067821369
9,0,5.6061,0.288710351
10,0,8.7388,0.448664441
11,0,9.2916,0.608305509
12,0,9.45195,0.7272537562500001
13,0,9.06125,0.7712854759999999
14,0,9.7226,0.7648163607499999
15,1,9.0779,0.7022120199999999
16,1,9.87695,0.606010017
17,1,8.61495,0.45377712849999996
18,1,7.2409,0.282658598
19,1,6.96625,0.058848080000000004
20,0,6.04505,0.001460768
21,0,4.63425,0
22,0,3.4647,0
23,0,1.3582,0
0,0,1.4759,0
1,0,1.5681,0
2,0,1.42485,0
3,0,1.9462,0
4,0,2.82365,0
5,0,4.53765,0
6,0,6.3114,0
7,0,8.1011,0.012416528
8,0,9.1371,0.068343072
9,0,9.2155,0.28777128524999995
10,0,9.62585,0.44668197
11,0,9.53995,0.616339733
12,0,9.4295,0.7322621035000001
13,0,9.5735,0.7844323870000001
14,0,8.9251,0.782762939
15,1,6.54805,0.7209933222499999
16,1,6.0995,0.610809683
17,1,6.0522,0.46285475774999996
18,1,5.03955,0.274520033
19,1,5.19395,0.048101002
20,0,4.4003,0
21,0,2.76755,0
22,0,2.3602,0
23,0,1.3695,0
0,0,1.2689,0
1,0,1.352,0
2,0,1.4189,0
3,0,1.9903,0
4,0,3.1289,0
5,0,4.26325,0
6,0,5.9666,0
7,0,8.4621,0.020868114
8,0,8.76125,0.098288815
9,0,10.0876,0.25573873100000005
10,0,10.42855,0.35976627699999997
11,0,11.5515,0.586498331
12,0,12.48335,0.719845576
13,0,12.3696,0.777441569
14,0,12.64005,0.766068448
15,1,7.5964,0.715671953
16,1,7.0072,0.612687813
17,1,6.6516,0.453255426
18,1,5.6999,0.26888564249999997
19,1,5.92525,0.088898164
20,0,5.01865,0.001669449
21,0,3.052,0
22,0,2.09035,0
23,0,1.48025,0
0,0,1.29735,0
1,0,1.60095,0
2,0,1.65205,0
3,0,1.9402,0
4,0,3.4054,0
5,0,4.6336,0
6,0,7.09615,0
7,0,9.92815,0.01471202
8,0,12.5534,0.087750417
9,0,14.2488,0.244052588
10,0,14.89965,0.448351419
11,0,15.7784,0.621035059
12,0,16.06595,0.739565944
13,0,16.64915,0.7857888147500001
14,0,16.1978,0.774415693
15,1,8.6583,0.7179674457499999
16,1,9.05605,0.600166945
17,1,8.49825,0.448247078
18,1,7.63785,0.21692404
19,1,7.26475,0.082429049
20,0,5.96955,0.00365192
21,0,3.76385,0
22,0,2.46675,0
23,0,1.8005,0
0,0,1.48415,0
1,0,1.34865,0
2,0,1.4243,0
3,0,3.00755,0
4,0,4.704,0
5,0,6.18375,0
6,0,8.26345,0
7,0,11.7043,0.013355593
8,0,14.708,0.093802171
9,0,16.6938,0.169553423
10,0,17.5634,0.23852253774999999
11,0,18.8458,0.456385643
12,0,18.9185,0.612479132
13,0,19.69195,0.805822204
14,0,18.83655,0.793718698
15,1,9.24315,0.6694490814999999
16,1,9.53495,0.5916110185000001
17,1,8.0029,0.373330551
18,1,6.9096,0.15807596
19,1,6.8819,0.042779632750000005
20,0,5.63155,0.000834725
21,0,3.55905,0
22,0,2.4173,0
23,0,1.88795,0
0,0,1.3841,0
1,0,1.4664,0
2,0,1.4453,0
3,0,3.444,0
4,0,5.3622,0
5,0,6.9758,0
6,0,9.82705,0
7,0,12.72205,0.011790484
8,0,14.33005,0.087750418
9,0,15.34275,0.176961603
10,0,14.72985,0.274728715
11,0,16.0244,0.342237062
12,0,16.3758,0.591402338
13,0,17.0153,0.655884808
14,0,16.8636,0.364565943
15,1,8.61175,0.37322621049999993
16,1,8.89845,0.283910685
17,1,7.91555,0.22401919874999998
18,1,7.15585,0.133764608
19,1,6.94375,0.087437396
20,0,6.33545,0.002504174
21,0,3.7276,0
22,0,2.4045,0
23,0,2.07675,0
0,0,1.27015,0
1,0,1.17285,0
2,0,1.34775,0
3,0,1.4177,0
4,0,1.53375,0
5,0,1.73415,0
6,0,3.909,0
7,0,6.32145,0.00553005
8,0,9.3518,0.057804674
9,0,10.5028,0.097767112
10,0,11.47575,0.130947412
11,0,12.9916,0.24071369
12,0,13.36435,0.35778380624999995
13,0,13.4941,0.40139816375000004
14,0,14.06885,0.711080968
15,1,13.68895,0.7322621037499999
16,1,14.16375,0.5644824707499999
17,1,12.6884,0.398372287
18,1,13.0091,0.135225376
19,1,12.2174,0.109766277
20,0,8.89235,0.006051753
21,0,4.81485,0
22,0,3.01215,0
23,0,2.75645,0
0,0,1.763,0
1,0,1.23975,0
2,0,1.1231,0
3,0,1.1469,0
4,0,1.321,0
5,0,1.6362,0
6,0,1.4195,0
7,0,2.17025,0.004173623
8,0,3.8033,0.039023372
9,0,6.14645,0.10945325524999999
10,0,9.2562,0.210350585
11,0,9.52455,0.34526293825000004
12,0,9.9403,0.551335559
13,0,10.49165,0.674770451
14,0,10.34285,0.613835559
15,1,10.6469,0.433117696
16,1,10.6198,0.54956177
17,1,10.25685,0.241235392
18,1,8.18725,0.069282137
19,1,7.0943,0.031823873
20,0,5.95685,0
21,0,5.0753,0
22,0,3.685,0
23,0,1.43555,0
0,0,1.25795,0
1,0,1.3487,0
2,0,1.6443,0
3,0,2.1296,0
4,0,2.61195,0
5,0,4.33235,0
6,0,6.13055,0
7,0,8.7465,0.020972453749999998
8,0,9.30995,0.097141069
9,0,11.0567,0.10423622699999999
10,0,11.4763,0.164545075
11,0,12.1756,0.256156094
12,0,13.18385,0.5415275460000001
13,0,12.53105,0.43144824724999997
14,0,12.77435,0.34369783
15,1,7.5356,0.34421953274999995
16,1,6.74135,0.265025042
17,1,6.11595,0.301648581
18,1,5.38035,0.304152755
19,1,5.7008,0.085037563
20,0,4.85805,0.001356428
21,0,2.93325,0
22,0,2.05085,0
23,0,1.46865,0
0,0,1.48775,0
1,0,1.352,0
2,0,1.63895,0
3,0,2.0545,0
4,0,2.8844,0
5,0,4.5687,0
6,0,6.0946,0
7,0,8.7432,0
8,0,10.3297,0.029528381
9,0,11.70985,0.100479967
10,0,12.30135,0.21681969950000002
11,0,13.1128,0.304674458
12,0,13.32105,0.607053423
13,0,13.04095,0.31051753
14,0,12.69675,0.242278798
15,1,7.1515,0.334202838
16,1,6.77085,0.11884390650000001
17,1,6.1493,0.082533389
18,1,5.4677,0.063752087
19,1,5.834,0.050083473
20,0,4.81065,0.002921536
21,0,3.0532,0
22,0,2.1057,0
23,0,1.7069,0
0,0,1.51675,0
1,0,1.38145,0
2,0,1.43265,0
3,0,2.08895,0
4,0,3.18175,0
5,0,4.4228,0
6,0,6.4297,0
7,0,8.6403,0.006677797
8,0,10.6002,0.088376461
9,0,11.9104,0.195534224
10,0,12.84575,0.311247913
11,0,13.4994,0.316673623
12,0,13.5346,0.42873539250000003
13,0,13.64055,0.5067821370000001
14,0,12.98555,0.844115192
15,1,7.5137,0.77942404
16,1,6.90965,0.602462438
17,1,6.6385,0.333889817
18,1,6.23675,0.311143573
19,1,6.3368,0.11206176949999999
20,0,5.13545,0.005217028
21,0,3.2096,0
22,0,2.1624,0
23,0,1.67885,0
0,0,1.2634,0
1,0,1.56815,0
2,0,1.42075,0
3,0,1.88945,0
4,0,3.26985,0
5,0,4.70895,0
6,0,6.46265,0
7,0,8.38835,0.024311352
8,0,10.65795,0.11946994999999999
9,0,11.5402,0.332011686
10,0,11.78635,0.506051753
11,0,12.35875,0.681343907
12,0,11.72735,0.807700334
13,0,12.64545,0.848810517
14,0,12.0275,0.85110601
15,1,7.6723,0.7858931552499999
16,1,6.7544,0.67289232
17,1,6.2913,0.510329716
18,1,5.67945,0.311769616
19,1,5.885,0.11957429049999999
20,0,4.7356,0.006260434
21,0,3.23305,0
22,0,2.12035,0
23,0,1.5101,0
0,0,1.49945,0
1,0,1.3516,0
2,0,1.6574,0
3,0,2.1063,0
4,0,3.6544,0
5,0,4.979,0
6,0,6.59545,0
7,0,9.18055,0.012103506
8,0,9.9385,0.066569282
9,0,11.09645,0.140442404
10,0,11.17185,0.33681135225000003
11,0,11.51805,0.681343906
12,0,12.39885,0.8122913187499999
13,0,12.49775,0.857470785
14,0,12.42415,0.849749583
15,1,7.5323,0.785475793
16,1,7.0964,0.6787353924999999
17,1,6.21455,0.517320534
18,1,5.74365,0.319699499
19,1,5.92265,0.119887312
20,0,4.8564,0.003234558
21,0,3.17355,0
22,0,1.85715,0
23,0,1.6758,0.000313022
0,0,1.4892,0
1,0,1.6118,0
2,0,1.1287,0
3,0,1.1982,0
4,0,1.47265,0
5,0,1.48995,0
6,0,3.8955,0
7,0,5.6779,0.019094324
8,0,8.11685,0.097662771
9,0,8.8848,0.217863105
10,0,9.5617,0.45315108525000003
11,0,9.27375,0.649415693
12,0,10.04625,0.823142738
13,0,9.99635,0.8683222039999999
14,0,9.8913,0.8551752922499999
15,1,10.3539,0.796327212
16,1,10.0478,0.693864775
17,1,10.2388,0.531093489
18,1,9.57535,0.32168197
19,1,9.8596,0.11091402325000001
20,0,7.03635,0.006677796
21,0,4.73295,0
22,0,3.04325,0
23,0,2.42695,0
0,0,1.5435,0
1,0,1.45955,0
2,0,1.1231,0
3,0,1.3664,0
4,0,1.44565,0
5,0,0.8842,0
6,0,1.53965,0
7,0,2.09525,0.026085142
8,0,3.5749,0.12562604324999999
9,0,5.6691,0.32502086799999996
10,0,8.98865,0.47422788000000005
11,0,9.0692,0.633138564
12,0,9.57895,0.716819699
13,0,9.12355,0.750417362
14,0,9.28225,0.767633556
15,1,9.5553,0.706907345
16,1,9.4758,0.6016277130000001
17,1,9.16625,0.403276294
18,1,7.2513,0.249373957
19,1,6.9469,0.17883973300000003
20,0,6.18755,0.011581803
21,0,4.72775,0
22,0,3.4761,0
23,0,1.62055,0
0,0,1.25705,0
1,0,1.56815,0
2,0,1.42485,0
3,0,1.92135,0
4,0,2.7871,0
5,0,4.32045,0
6,0,6.3354,0
7,0,8.1856,0.022641903
8,0,9.30425,0.09745409
9,0,9.7474,0.18781302174999998
10,0,9.8135,0.534015025
11,0,10.72075,0.675083473
12,0,10.73075,0.601523372
13,0,11.4442,0.33388981624999997
14,0,11.1413,0.464315526
15,1,7.7204,0.212333055
16,1,6.789,0.312917362
17,1,6.2574,0.094845576
18,1,5.4492,0.082533389
19,1,5.5228,0.055717863
20,0,4.85725,0.002295493
21,0,2.93925,0
22,0,1.8434,0
23,0,1.68705,0
0,0,1.4878,0
1,0,1.352,0
2,0,1.63885,0
3,0,1.9036,0
4,0,3.39035,0
5,0,4.91775,0
6,0,7.06395,0
7,0,10.64745,0.009808014
8,0,13.35015,0.012312187
9,0,15.37845,0.050605176
10,0,16.67355,0.121974124
11,0,17.8829,0.16444073474999998
