net_load,renewables,renewables_to_load_ratio,load.load
15081.58333,12228.25,0.514894667,23755.5
17103.41667,10798.58333,0.44580531,24225.41667
19512.41667,8854.833333,0.360195999,24602.5
22172.58333,7415.833333,0.288364542,25733.75
23812.83333,7347.083333,0.274338414,26779.91667
23322.75,7524.083333,0.283572308,26534.83333
22610.33333,7495.083333,0.289290529,25909.08333
21763.5,7556.916667,0.300345281,25165.08333
20380.25,7692.416667,0.321500902,23932.25
19025.91667,7687.916667,0.340459231,22590.58333
18166.91667,7188.083333,0.331464564,21683.83333
17406.75,6948.833333,0.333169055,20857.83333
16814.83333,6825.5,0.336794945,20267.41667
16481.58333,6852.916667,0.344078822,19916.66667
16357.41667,6965,0.349981813,19901
16946.75,7056,0.346695787,20352.33333
17072.75,7658.416667,0.366889094,20872.91667
14841.08333,9841,0.466532519,21085.91667
12011.16667,12858.25,0.600661786,21406.08333
10663.91667,13801.91667,0.64732508,21321.91667
8978.833333,15315.58333,0.718948729,21307.91667
6879.333333,16480.08333,0.804956825,20482.58333
5707.666667,17031.41667,0.855496751,19908.66667
6215.5,16356.5,0.834383258,19603.41667
6486.666667,16220.5,0.823961827,19687.58333
9041.083333,14649.5,0.715795513,20481.5
11986,13504.91667,0.621568471,21769.33333
19261.75,8561.833333,0.363955228,23632.58333
21898,7093,0.286504827,24757
22367.75,7076,0.281427035,25144.08333
21596.25,7371.666667,0.299968989,24580
20932.16667,7492.25,0.312934685,23944
20053,7154.166667,0.311215772,22983.91667
19214.66667,6528.583333,0.298733425,21851.58333
18220.58333,6813.416667,0.32171063,21181.91667
17539.58333,6838.75,0.332913299,20543
17130.5,6652.083333,0.332441137,20008.75
16938.5,6646,0.336043996,19777.41667
17013.33333,6690.916667,0.33711041,19848.08333
17350.08333,6832.666667,0.336154357,20326.91667
16858.83333,7619,0.367985904,20702.58333
11147.83333,12808.66667,0.625223698,20514.83333
6757.583333,16600.5,0.832874513,19936.41667
6279.083333,16299,0.84933366,19191.75
4908.833333,16889.25,0.911659138,18526.66667
5248.25,15927.91667,0.884893271,17999.5
4691.5,16126.5,0.912919738,17664.25
5337.916667,15241,0.874523559,17427.75
6739.583333,14488.16667,0.802584998,18064.58333
8639.75,14448.91667,0.747664355,19338.41667
11821.5,13349.91667,0.634583407,21109.33333
19120.66667,8634.583333,0.371184495,23341.25
22301.41667,7524.166667,0.301122575,24994.25
22220.33333,7498.666667,0.300885401,24920.83333
21786.83333,7085.75,0.291272682,24331.16667
20543.58333,7089.75,0.305697107,23189.33333
19218.75,6802.416667,0.312096909,21805.91667
17665.33333,7154.5,0.342364495,20908.41667
16616.25,7468.75,0.368714825,20256.83333
16589.66667,7131.583333,0.359017631,19862.33333
17010.25,6600.833333,0.334064425,19759.16667
17424.25,6447.333333,0.319888427,20160.58333
19073.83333,5959.666667,0.279893984,21302
21389.16667,6283.75,0.269473729,23324.08333
22111.25,7400.333333,0.295946014,24996.91667
16229.66667,12356.83333,0.501454946,24668.5
10993.25,16131.58333,0.682367758,23658.66667
8058.5,17347.16667,0.782628839,22183.75
6210.416667,17505.75,0.85343533,20514.41667
5555,16818.66667,0.87045319,19323.83333
5646.916667,16106.75,0.860499614,18716.83333
5676.666667,16247.41667,0.859773191,18897.33333
6451.25,15800.08333,0.817018697,19341.83333
8030.416667,15578.83333,0.75491269,20659.16667
13242.25,12985.33333,0.574784977,22692.25
21132.41667,8170.916667,0.32749916,25025
24098,6774.5,0.255018761,26566.91667
23938.58333,6758.833333,0.257091082,26287.25
23586.66667,6162,0.241399675,25527.83333
22220.75,5698.083333,0.236250814,24117.75
20926.66667,5343.75,0.236544507,22599.25
19847.41667,5499.666667,0.254949548,21574.08333
19246.08333,5207.916667,0.250928004,20754.83333
18450.33333,5394.166667,0.267474852,20172.25
17912.66667,5621.25,0.282000633,19933.5
18344.16667,5495.916667,0.27141261,20252.08333
19346.83333,5550.166667,0.262059057,21178.25
20955.91667,6102.25,0.263668783,23141
21556,7772.5,0.312310601,24865.66667
20510.41667,9260.416667,0.362287908,25559.16667
19180.33333,10557,0.412262089,25611.41667
17844.66667,11709.25,0.459481112,25484.91667
16624.83333,12440.08333,0.497882685,24985.08333
16546,11965.75,0.488213541,24509.58333
16012.16667,11797.91667,0.491209747,24018.08333
16225,10973.25,0.468270474,23431.83333
16212.58333,10695.5,0.461734741,23164.83333
16555.5,10493.25,0.450562664,23296.33333
19460.5,8747.5,0.359208453,24383.41667
21838.16667,7670.75,0.300851029,25506.75
23148.16667,7406.083333,0.280937709,26362.83333
23192.66667,7136.416667,0.273284968,26111.91667
22646.58333,7135.75,0.278486393,25629.25
21030.33333,7249.666667,0.298662836,24278.33333
19438.08333,7069,0.310345997,22777.83333
18633.33333,6544.583333,0.299390025,21861.25
17844.33333,6456.166667,0.306666707,21054.75
17321,6505.083333,0.317358855,20499.25
17083.41667,6604,0.324333444,20361.66667
17379,6695.083333,0.322782316,20744.41667
19195.75,6207.583333,0.283654542,21884.75
21185.25,6671.583333,0.278631055,23945.16667
22958.91667,6931.25,0.268800885,25784.58333
19864.08333,9767.416667,0.383391719,25498.41667
15668,12770.83333,0.520808986,24535.5
12705.33333,14608.16667,0.62411052,23430
10000.75,15890.91667,0.720533444,22056.25
8676.416667,15970.91667,0.763068815,20933.66667
8052.25,15681.5,0.777917828,20157.16667
7958.833333,15343,0.764102384,20079.91667
7951.416667,15369.58333,0.767029267,20037
8821.833333,15399.75,0.737276687,20892.83333
11935.25,14385.5,0.640618147,22497
18509.5,10493.41667,0.429883522,24486.83333
21837.66667,8910.333333,0.339832772,26220.5
22099.91667,8713.5,0.332550964,26199.83333
21707.16667,8283.083333,0.324321779,25542.41667
19597.5,8814.166667,0.366400627,24070.66667
18788.91667,7927.25,0.350487203,22602.75
18390.5,7207.416667,0.332072863,21704.75
18050.08333,6864.166667,0.32647155,21023.5
18126.16667,6319.166667,0.307216466,20568.08333
18140.58333,6207.333333,0.303438782,20456.66667
18634.58333,6155.333333,0.295344773,20843.75
19610.16667,6771.25,0.307041336,22049.08333
21865.41667,7282.166667,0.300603832,24237.25
22394.5,8496.583333,0.327861719,25910.33333
16488.33333,13411.5,0.531515871,25272.25
11612.16667,16498.91667,0.69720549,23694.83333
8281,17544,0.807938265,21719.41667
6524.666667,17354.33333,0.854225307,20319.75
5903.25,16769.41667,0.871780719,19236.66667
5672.916667,16233.16667,0.878933707,18469.33333
5706.333333,15773.33333,0.874384508,18039.33333
6016.166667,15648.41667,0.859702511,18206.75
8754.666667,13820.25,0.725704502,19061.33333
12172.58333,12598,0.607357691,20808.33333
19793.16667,8011.666667,0.347021366,23199.58333
23496.16667,6684,0.264224267,25299.33333
23427.5,7105.833333,0.278162199,25547.66667
22699.08333,6979.666667,0.280038016,24925.08333
21713.08333,6913.666667,0.290413153,23811.25
20489.25,6578.75,0.293706432,22397.5
19913.08333,6247.416667,0.29025156,21524.08333
19424.08333,5910,0.284471819,20770
19306.5,5614.166667,0.276153821,20329.75
19366.33333,5429.416667,0.269210084,20168
19866.16667,5305.416667,0.258290892,20543.33333
21212.08333,5622.5,0.257704923,21819.66667
23485.83333,5680.083333,0.237489513,23935.5
23602.16667,7094.75,0.278085438,25506.83333
16835,12821.91667,0.518413557,24797.41667
10970.16667,16088.41667,0.712647499,22619.66667
7451.666667,16394,0.815760299,20116.66667
6859.416667,14716.58333,0.817857929,17976.5
7141.166667,13506.16667,0.796281541,16961.75
7536.416667,12739.41667,0.766091526,16629.08333
7560.833333,12902.91667,0.769232766,16775.25
8640.166667,12659,0.720020856,17600.5
10711.58333,12168.75,0.637850151,19099.83333
14682.58333,10386.66667,0.501189475,20785.5
20709.66667,6833.833333,0.302703186,22661.08333
23823.25,5609.666667,0.230180608,24375.83333
23963.58333,5631.166667,0.230114268,24470.33333
23501,5412.083333,0.225616262,23988.75
22577.5,5355.583333,0.232315456,23056.91667
21338.58333,5107.25,0.234227212,21808
20546.66667,5166,0.24593605,21010.41667
19717.25,5180.416667,0.255912857,20243.66667
19155.66667,5227.75,0.264749294,19747.75
18913.75,5250.666667,0.268930076,19524.16667
19028.16667,5190.416667,0.265210069,19571.08333
19275.16667,5504.333333,0.274588293,20045.08333
20122.66667,5780.75,0.275363308,20996.25
19017.75,7297.75,0.340657286,21446.08333
12063.58333,12740.41667,0.627030489,20379.08333
8015.416667,14256.83333,0.77547874,18392.83333
6539.583333,13911.25,0.835508762,16653.75
6303.75,12964.16667,0.835155101,15520.75
6429.916667,12319.16667,0.819091053,15039.16667
6849.083333,12023.33333,0.795902351,15110
8141.833333,11648.75,0.728239438,16001.66667
9662.083333,11639.25,0.667472311,17447.33333
12524.58333,10795.08333,0.566489223,19103.41667
17112.16667,8258.416667,0.399079097,20747.58333
21291.25,5956.75,0.27004353,22099.25
23210.66667,5365.916667,0.228489729,23486.58333
23104.08333,5643,0.240844139,23430.66667
22613.58333,5596.333333,0.243281109,23003.58333
21594,5622.666667,0.254362765,22109.75
20282.83333,5522.833333,0.262748354,21024.41667
19564.75,5412.083333,0.265974257,20353.83333
18845.58333,5382,0.274017411,19641.16667
18076.16667,5529.416667,0.291000194,19007.58333
17057.75,6144.75,0.330537087,18590.75
16632.16667,6611,0.355024058,18620.83333
17383,6230.083333,0.330517994,18848.08333
17986.83333,6287.25,0.322766871,19483.58333
18626.5,6225.25,0.310000132,20080.83333
18025.33333,7076.5,0.346040254,20446.08333
16005.66667,9170.916667,0.446564634,20540.08333
13048.58333,11976.75,0.586863295,20414
11644.08333,13094.66667,0.652486243,20070.5
11576.25,13117.58333,0.654261144,20049.25
10787.25,13615.66667,0.687572487,19805.16667
11172.91667,13346.33333,0.671986335,19866.58333
12316.5,12380.08333,0.617462822,20050.5
12741.08333,12377.5,0.606749,20405.66667
14977.33333,11625.41667,0.534543387,21770.75
19127,8956,0.390232462,22987.08333
21690.58333,7896.583333,0.324337503,24350.16667
21394.58333,8186.083333,0.336185082,24352.75
20783.25,8197.583333,0.34458227,23792.16667
19524.25,8066.916667,0.357203968,22587.41667
18273,7888.916667,0.371181254,21261.83333
17229.33333,7899.083333,0.386853889,20425.5
16317,8163.25,0.412959334,19768.58333
16036.16667,8012.833333,0.414586982,19326.58333
16086.08333,7858,0.408811526,19221.33333
16126.25,8265.583333,0.420528783,19655.25
17228.33333,8544.25,0.408878701,20914.75
19867.83333,8157.333333,0.354480753,23027.08333
20459.16667,9229.25,0.374492489,24638.75
17825.83333,11507.75,0.469344529,24524.66667
14100.25,14449.66667,0.607149966,23825.41667
10725,16436.91667,0.729281629,22544.41667
8605.083333,16976.58333,0.804822254,21098.58333
7150,16537.91667,0.835098229,19794.91667
8098.083333,14557,0.769938812,18906
8083.916667,14581.91667,0.771975766,18889.5
8683.416667,14290.83333,0.744140911,19198.58333
10413.66667,13787.75,0.688930891,20022.16667
14947.75,11424.25,0.521726073,21969.83333
20151.41667,8743.666667,0.365005052,23999.08333
23140.75,8066.25,0.315013961,25608.58333
23101.83333,8202.166667,0.320766484,25571.83333
22400.83333,7929.666667,0.318732524,24879.08333
20888.58333,8116.916667,0.34411098,23596.66667
19088.58333,8226.833333,0.373193618,22053.41667
18208.33333,8066.583333,0.38106818,21167.41667
17840.16667,7639.916667,0.373033502,20479.75
17534.66667,7338.5,0.369286197,19872.75
17109.83333,7617.5,0.38605015,19731.33333
17430.83333,7658,0.378784995,20221.33333
18690.58333,7654.083333,0.356685438,21463.83333
20988.33333,7735.25,0.328513617,23576.75
23352.58333,7521.333333,0.29312272,25661.75
22974.58333,8880.75,0.335283731,26479.16667
21629.91667,10194.41667,0.379932916,26832.83333
19093.5,11648.75,0.446763192,26102.58333
14587.25,14684,0.593099601,24780.25
10551,16244.16667,0.727330709,22371.66667
9244.333333,16364.66667,0.775007045,21115.83333
10465.83333,16174.08333,0.730521565,22146.75
13560.33333,14610.5,0.61865625,23635.08333
16059.66667,13124.83333,0.534607751,24564.83333
18536.83333,11808.08333,0.4630898,25519
22393.41667,9299.666667,0.353186583,26350.83333
24064,8800.333333,0.322728505,27268.33333
23699.16667,9040,0.335163584,26975.58333
23296.75,8406.666667,0.321418328,26152.75
22077.33333,7938.333333,0.321341517,24704.83333
20584.58333,7751.416667,0.335875414,23087.58333
19680.83333,7708.166667,0.34597162,22281.33333
18734.16667,7938.5,0.367930856,21580.5
17972.33333,8223.333333,0.389796661,21096.5
17752.75,8223.333333,0.39340556,20902.91667
18256.75,7911.75,0.372129222,21263.25
19515.66667,7990.083333,0.355601363,22469.41667
21692.33333,8284.583333,0.336897013,24615
21486.83333,9629.916667,0.370014967,26023.08333
17144.5,13457,0.520996909,25835.5
14212.16667,15296.91667,0.612705195,24978.83333
11189.16667,16644,0.71274242,23389.16667
8910.25,17248.66667,0.786393203,21932.08333
7701.666667,17189.33333,0.810184502,21216.75
8051.916667,16998.33333,0.809504828,20998.83333
9283.333333,15986.66667,0.757978081,21091.16667
10937.41667,14934.91667,0.695116729,21487.25
13198.5,13565.75,0.608204777,22314.33333
16243.75,12098.25,0.510001033,23755.08333
21500.08333,9029.583333,0.358780953,25215.75
24580.33333,7690.25,0.288267847,26684.41667
24760.25,7593.833333,0.284270409,26713.91667
23944.91667,7636.333333,0.293990898,25979.83333
22613.58333,7574.083333,0.307600101,24623.33333
21132.08333,7159.583333,0.309353226,23147.83333
20031.5,7089.333333,0.32047414,22125.16667
19440.83333,6932.75,0.324173869,21386.08333
18906.5,6914.666667,0.331882999,20836.41667
18612.75,7064.5,0.341953002,20659.33333
18995.91667,7043.583333,0.332800963,21166.58333
20239.91667,7236.083333,0.321944169,22480.91667
22420.25,7657.916667,0.310384915,24674.83333
21566.91667,9875.833333,0.378465296,26088.41667
15766.75,14944.5,0.581983125,25700.16667
11854.33333,17473.75,0.709958607,24631.58333
9988.083333,18168.58333,0.770059696,23596.5
9008.25,17887.5,0.785216944,22783.5
7364.416667,18194.33333,0.83790276,21720
6328.583333,18107.5,0.877903902,20631.83333
5477,18380,0.919868597,19981.58333
6197.416667,17944,0.890165405,20158.08333
8239.833333,16647.25,0.797512281,20887.5
11589,15590.75,0.692069072,22567.66667
18635.08333,11722,0.472367872,24885.58333
22570.58333,10348.25,0.382956588,27025.25
22309.83333,10662,0.392140176,27189.58333
21641.5,10618.16667,0.400749679,26501.41667
19685.5,11018.41667,0.437076443,25219.58333
18036.16667,10912.16667,0.460180853,23714.5
17487.66667,10484.41667,0.459918149,22794.58333
17297.16667,9840.25,0.447438291,21988.91667
17346.83333,9194.166667,0.429634177,21398.5
17437.16667,8929.25,0.42108349,21205.41667
18067.08333,8642.916667,0.399342307,21646.66667
19376.41667,8681.916667,0.378994143,22916.25
22006.16667,8576.666667,0.342275859,25070.75
21302.33333,10629.33333,0.402649616,26398.75
13596.08333,16538.58333,0.659467813,25174.58333
8396.916667,18771.66667,0.83214533,22572.58333
5319.833333,18773.58333,0.930458517,20184.41667
4833.083333,17212,0.946117662,18191.91667
5599.75,15305.08333,0.89739108,17052.08333
6003.166667,14256.66667,0.864902643,16481.58333
6580,13482.58333,0.829023622,16262.75
7180.916667,13229.75,0.799132582,16553.5
8023.083333,13775.83333,0.767239616,17954.16667
9771.833333,14548.66667,0.715637353,20320.25
15602.41667,12769.41667,0.549433487,23362.5
20287.75,10974.83333,0.426790101,25720.66667
21224.83333,10607.41667,0.405635364,26148.83333
21455.16667,10078.41667,0.391154614,25764.08333
20588.75,9801.333333,0.394784036,24831.25
19387.58333,9674.666667,0.409705252,23616.66667
18537.41667,9804,0.431025158,22749.5
17437.91667,9850.75,0.449863245,21899.5
17154.58333,9464.166667,0.445136524,21259.66667
17143.16667,9193.416667,0.438680152,20956.91667
17416.41667,9130.333333,0.433877276,21044.33333
17902.33333,9431.333333,0.436732757,21594
18689.08333,9776.916667,0.432636352,22598.83333
16525.58333,12156,0.532470731,22858.08333
9232.166667,17210.5,0.805063031,21407.25
5913.5,17662.83333,0.914635073,19321.16667
5758.083333,15576.66667,0.904723251,17207.16667
5520.166667,13775.66667,0.894182844,15405.83333
5244.333333,12823.33333,0.900918899,14232.16667
5345.25,12232.58333,0.890282434,13740.75
5362.5,11967.25,0.874392204,13689.08333
6287.75,11827.75,0.820206761,14422.91667
7097.5,13000.08333,0.816731164,15919.41667
8417.833333,14573.08333,0.782074308,18622.16667
14373.75,12701.83333,0.586433863,21782
19577.25,10375.75,0.429071502,24192.25
20152.91667,10589.83333,0.427483074,24772.75
19990.75,10595.41667,0.432775631,24481.83333
19735.91667,9869.5,0.415963421,23724.16667
19093.33333,9078.833333,0.399515132,22721.16667
18356.08333,8845.75,0.40224357,21990.5
18291.75,8123.416667,0.381314595,21299.58333
18417.5,7496.666667,0.359774515,20836.58333
18138.33333,7452.166667,0.362091133,20581.33333
18197.16667,7676.166667,0.371914538,20639.83333
18876.58333,7516.583333,0.357351708,21036.33333
19737.16667,7429.416667,0.341013829,21787.58333
17239.66667,9871.75,0.452800154,21845.66667
9763.333333,15544.75,0.757653767,20551.58333
5713.583333,16789.83333,0.9162257,18345.33333
4165.75,15896.25,0.994378473,15989.25
4115.833333,14165.66667,0.997009407,14209.91667
3530.25,13531.58333,1.028064195,13163.08333
3291.583333,13275.41667,1.045639471,12696.33333
3907,12910,0.997768445,12941.75
4647.916667,13381.66667,0.96547016,13875.5
6669.25,13317.41667,0.845971916,15738.33333
8637.583333,14835.33333,0.793325032,18721.5
16034.91667,11835.91667,0.540111778,22052.16667
21128.5,9551.083333,0.388113033,24622.66667
22068.25,9292.166667,0.367619503,25276.16667
21824.75,9105.833333,0.366417171,24851.33333
20905.58333,8887.166667,0.374781163,23712.33333
20313,8040.083333,0.359475052,22355.08333
20241.5,6978.166667,0.322713401,21621.25
20152,6573.25,0.310999156,21135.66667
19807.58333,6564.666667,0.315174026,20829.25
19548.58333,6899,0.330558485,20870.08333
19844.83333,7264,0.337329383,21529.75
21248.25,7632.666667,0.331299928,23050.16667
23872.33333,7258.083333,0.285403308,25453.25
21991.75,10048,0.378573987,26580.08333
13139.5,16748.66667,0.672696263,24976.75
7810.083333,18976.58333,0.848223614,22379.58333
5807.25,18205,0.902692823,20176.33333
4859.25,17287.66667,0.939269692,18406.08333
5175.166667,15784.75,0.915031362,17250.83333
5456.083333,15081,0.898084323,16792.91667
6143.916667,14312.58333,0.86029047,16637.83333
6842,14120.41667,0.824930998,17118.58333
8676.583333,14125.08333,0.74675337,18946.16667
11939.33333,14457.08333,0.665939418,21766
20190.75,10079.5,0.414647449,24405.16667
24444.83333,8022.75,0.304933231,26320.33333
24766.16667,7996.666667,0.302051991,26476.08333
24166.66667,7940.833333,0.307538174,25820.33333
23005.91667,7810.166667,0.318734316,24506.58333
21890.75,7367.166667,0.320768981,22969.25
21063.58333,6839.5,0.310124664,22055.75
20346.33333,6698.416667,0.313902943,21339.66667
19900.41667,6614.166667,0.317747513,20816.16667
19761.91667,6591.583333,0.3186939,20683.16667
20323.08333,6443.916667,0.304841896,21141.66667
21734.5,6590.083333,0.293419309,22460.41667
23799,6903.5,0.280786329,24593.58333
22282.41667,9372.583333,0.36355689,25789.58333
14862.5,15326.33333,0.613957252,24996.41667
10296.66667,17998.5,0.759403069,23711.16667
9060.666667,18105.66667,0.79527619,22766.91667
8070.333333,18036.66667,0.828891187,21762
7919.833333,17821.83333,0.825608186,21587.41667
8396.583333,17638.25,0.815296181,21634.08333
9622,16248.58333,0.752508416,21594.41667
10845.16667,15316.83333,0.698357482,21935.5
13015.08333,14257.25,0.625460066,22819.5
15681.33333,12929.83333,0.538207268,24050.08333
20573.33333,10063.66667,0.397123788,25383.83333
23443.41667,8992.75,0.334231201,26909.91667
23775.16667,9165,0.338129773,27105.33333
23411.08333,8708.333333,0.329948921,26393.83333
22282.41667,8328.75,0.33171252,25107.75
20723.83333,8285.083333,0.352189366,23537.58333
19730.08333,8274.833333,0.366260255,22594.33333
19110.41667,8019.416667,0.367625766,21812.58333
18777.41667,7754.583333,0.364928669,21251.08333
18407.58333,7925.916667,0.375922464,21083.66667
18439.08333,8249.166667,0.383857084,21490.41667
19377.16667,8469.75,0.373924116,22651.66667
21223.75,8973.75,0.360803098,24876.58333
21191.66667,10312,0.392350945,26272.83333
18273,12848.25,0.490452492,26207.08333
15110.41667,15291.83333,0.594603047,25722.5
12428.41667,16895.83333,0.681006208,24814.16667
11330.66667,17336.75,0.71870878,24124
10703.5,17442,0.737808105,23646.83333
10024.66667,17822.33333,0.763975251,23328.25
9893.083333,17044.58333,0.75617889,22541.25
10576.5,15778.91667,0.720498,21898.08333
11549.83333,15430.83333,0.688319384,22428.41667
15177,13397.16667,0.563090404,23855.16667
22102,9131.666667,0.355357864,25768.41667
25460.5,7869.666667,0.286322294,27487
25257.91667,8345.083333,0.300609114,27763.5
24360.75,8585.5,0.317327231,27060.33333
22967.83333,8360.333333,0.326096248,25634.25
21648.16667,7714.333333,0.320064239,24105.83333
20812.83333,7696.416667,0.332471376,23151.5
20097.08333,7651.833333,0.34142439,22412.33333
19477.58333,7726.166667,0.353123711,21880.66667
19229.25,7731.416667,0.356739115,21672.5
19780.41667,7701.583333,0.347547201,22158
20878.16667,8255.166667,0.352783579,23404
23050.83333,8605,0.337513337,25494.5
21848.08333,10531.58333,0.395197609,26648.66667
15934.25,14636.08333,0.571420022,25662.91667
11974.5,16804.33333,0.69476351,24200.91667
9101.5,17343.58333,0.778157265,22289.66667
9193.333333,15696.66667,0.739216167,21227.16667
8615.333333,15651.83333,0.755471596,20721
7837.333333,15729.58333,0.784099072,20062.25
8158.333333,15346.75,0.773724683,19834.75
8381.75,15075.58333,0.762238936,19778.08333
9581.166667,14718.66667,0.719384526,20465.58333
12153.75,14071,0.63849521,22045
17346.83333,11955.66667,0.496383935,24183.41667
21750.16667,10489.41667,0.395494486,26526.66667
22247.41667,10683,0.394531629,27078.58333
21663.16667,10601.75,0.399077966,26567.16667
20707.33333,9856.5,0.390121967,25258.25
19887.5,8908.416667,0.374036549,23814.66667
19382.08333,8296.25,0.361379593,22956.91667
18678.41667,8317.5,0.374695735,22199.75
18602.33333,7908.25,0.363632459,21747.16667
18535.25,7730.583333,0.358349987,21572.75
19332.5,7518.666667,0.341561545,22017.75
21016.66667,7177.583333,0.30801656,23310.25
23338.16667,7392.25,0.292134816,25310.25
20655,10875.66667,0.416614947,26134.91667
12923.08333,16630.08333,0.680650009,24478.83333
10451.33333,16267.33333,0.737710571,22064.58333
8590.916667,15700.25,0.791261317,19844.5
8277.25,14568.75,0.793280273,18365.58333
7991,14084.66667,0.795008783,17714.91667
8108.166667,13811,0.782897449,17641.66667
9490.5,12386.75,0.701688782,17652.08333
9358.75,13039.08333,0.719774393,18119.08333
11343.58333,12483.25,0.645631292,19339.91667
13733.75,12350.5,0.578542752,21390
19324,9694.5,0.412736027,23569.83333
22561.66667,8672.666667,0.33879259,25597.41667
22854.66667,8837,0.339888747,26000.25
22075.25,9053.166667,0.354104748,25567.91667
21398.91667,8696.666667,0.354611776,24521.16667
20725.16667,7893.416667,0.339676394,23239.91667
20120.08333,7710.25,0.345216938,22333.66667
20179.25,6865.5,0.31515013,21784.33333
19600.66667,6827.75,0.321013123,21271.16667
19372.25,6718.5,0.320650479,20950
19625.25,6543.75,0.312209704,20960.16667
20425,6515.333333,0.303267567,21487.16667
20343.33333,7608.333333,0.340805711,22311.66667
16678.25,10943.08333,0.490861801,22335
10004.75,15769.66667,0.758277173,20830.83333
7496,15854.91667,0.852367804,18613.25
5995.083333,15118.08333,0.916632023,16495.75
5688.5,13335.25,0.897827512,14846.66667
5811.416667,12037.25,0.862139006,13958.75
5789.083333,11651.41667,0.856309694,13606.33333
6356.833333,11049.33333,0.813074597,13590.33333
6200.333333,12104.08333,0.84114772,14383.58333
7445.916667,12627.75,0.78425473,16107.66667
9049.5,14048.33333,0.752102975,18670.5
14316,12550.08333,0.585257614,21577.66667
19527.33333,10158.91667,0.426541603,23821.5
19904.25,10360.75,0.425589897,24344.41667
19581.25,10336.66667,0.43051803,24011.5
18707.16667,9940.75,0.429552229,23144.5
17722.16667,9736.25,0.441113991,22072.08333
16734.25,9908.333333,0.465434979,21291.91667
15860,10012.33333,0.486534172,20581.66667
15241.58333,10098.66667,0.503559879,20054.91667
15131.58333,9920.75,0.5017887,19770.33333
15127.58333,9994.5,0.505020286,19790.33333
15637.75,9808.916667,0.487830855,20108.5
16288.91667,9822.5,0.473375025,20751.33333
12738.66667,12825.41667,0.61985903,20718.16667
7488.25,16085.25,0.832387985,19344.16667
6359.083333,15132.33333,0.869671171,17404.66667
5451.833333,14158.41667,0.900938681,15711.33333
5388.166667,12845.83333,0.889678366,14436.41667
4694.166667,12469.08333,0.921833071,13528.41667
4946.833333,12150.58333,0.90306061,13454.91667
5158.333333,12211.91667,0.892374123,13685.91667
5787.666667,12669.25,0.860807542,14720.91667
5601.583333,14938.75,0.901176771,16565.66667
7215.5,16414.25,0.852682298,19264
13154.33333,14149.75,0.642576237,22128.25
18292.08333,11748.75,0.48368313,24303.75
19445.41667,11215,0.450371505,24900.58333
19256.33333,10765.91667,0.441136936,24406.5
17848.58333,10827.83333,0.46547599,23269.41667
16352.08333,10812.5,0.492664267,21950.5
15787.16667,10695.41667,0.505276544,21166.91667
15272.5,10502.08333,0.510640767,20566.25
15118.75,10198.58333,0.50540607,20179.08333
15175.16667,10099.58333,0.501201848,20151.08333
15763.83333,10022.25,0.484138873,20703.33333
17213.41667,9878.416667,0.448737586,22028.25
19503.41667,9968.416667,0.41404457,24075.58333
17501.66667,12821.58333,0.507579872,25254.75
12352.16667,16547.58333,0.671867474,24639.25
9846.666667,17236.33333,0.741580618,23259.75
7023.833333,17870,0.845250553,21155.5
5140.666667,17965.5,0.922635931,19480
4350.75,17391.25,0.951238664,18287.16667
3180.75,17882,1.01263931,17659.66667
3409.666667,17401.16667,0.997729467,17440.83333
3558,17714,0.99360485,17830.83333
5061.25,17417.41667,0.922245603,18902.25
8967.333333,16552.75,0.784719246,21150.25
16441.5,12929.66667,0.539306812,24098.75
22077.16667,10349.5,0.387833596,26704.08333
22955.41667,10045.16667,0.366781772,27386.75
22373.16667,10056,0.374547253,26851.16667
21083.16667,9833.666667,0.386573621,25439.5
19833.58333,9446.083333,0.394550539,23944.66667
19055.83333,9059.583333,0.393545253,23021.41667
18511.08333,8755.333333,0.392847663,22285.91667
18156.25,8597.166667,0.393739694,21834.66667
18109.33333,8606.5,0.395037359,21786.66667
18516.66667,8717.833333,0.391186847,22287.41667
20039.83333,8889,0.374896187,23717.25
22128.91667,9028.416667,0.349083389,25866.83333
19397.41667,12039.08333,0.453397905,26590.25
12591.5,16615.75,0.670945452,24801.58333
8990.5,17349.91667,0.77279288,22469.83333
6724.916667,16757.66667,0.83977594,19971.16667
5088.166667,16392.33333,0.905532934,18106.41667
4773.416667,15412.25,0.909467654,16947
4413.5,15297.66667,0.92939895,16459.25
4853.25,14498,0.890964565,16274.83333
6400.416667,13349.16667,0.804137792,16609.08333
8311,12981.33333,0.718809041,18060.25
10405.08333,14261.25,0.6837333,20870.83333
17077.08333,11993.41667,0.504109585,23932.16667
22817.66667,8984.25,0.341123915,26362.75
23581.16667,8849.666667,0.327679732,27008
23175.5,8905.083333,0.336057837,26499.58333
21517.41667,9179.083333,0.364301937,25208.16667
19722.16667,9564.166667,0.402817856,23752.83333
18870.5,8994,0.3937121,22843.58333
18092.33333,8934.416667,0.404570771,22086.5
17942.33333,8727.416667,0.405064523,21543.58333
18619.58333,8058.583333,0.374198194,21536.91667
19777.41667,7421.083333,0.334955655,22162.66667
21549.33333,7354.083333,0.312387211,23553.16667
24092.83333,6914.5,0.269795592,25640.83333
21218.25,9561.25,0.364336535,26301.58333
13685.5,14754.58333,0.606031736,24394.58333
9552,15912.16667,0.728931897,21854.75
7770.333333,15388.91667,0.784787589,19622.58333
